url,title,description,reason
https://actualidadpanamericana.com/video-caterine-ibarguen-participara-en-el-primer-mundial-de-colados-en-transmilenio/,[Video] Caterine Ibargüen participará en el primer mundial de colados en Transmilenio,La campeona de salto triple participará en el primer torneo mundial de colados en Transmilenio.,place_only_no_political_context
https://actualidadpanamericana.com/policia-colombiana-oro-en-mundial-de-organizacion-de-trancones/,"Policía colombiana, oro en Mundial de organización de trancones",Una excelente noticia para el deporte colombiano ha pasado desapercibida y tiene que ver con la medalla de oro que...,place_only_no_political_context
https://actualidadpanamericana.com/video-carros-en-bogota-tendran-pito-permanente/,[VIDEO] Carros en Bogotá tendrán pito permanente,Son una apuesta de la administración distrital para convertir en norma lo que ya es una costumbre profundamente arraigada en los bogotanos.,place_only_no_political_context
https://actualidadpanamericana.com/bogota-tercera-mejor-ciudad-del-mundo-para-contrabandear-en-2014/,Bogotá: tercera mejor ciudad del mundo para contrabandear en 2014 - Actualidad Panamericana,La capital de la república no para de cosechar premios y reconocimientos en el mundo. El más reciente llegó hoy...,place_only_no_political_context
https://actualidadpanamericana.com/jaguares-cambia-nombre-por-chikunguna-cordoba/,Jaguares cambia nombre por Chikunguña Córdoba,"La nueva pretemporada verá un nuevo cambio en los equipos del rentado nacional, esta vez por cuenta de Jaguares Córdoba...",place_only_no_political_context
https://actualidadpanamericana.com/colombianos-los-que-mas-se-demoran-en-cajeros-en-el-continente/,Colombianos los que más se demoran en cajeros en el continente,El tiempo de permanencia promedio de los usuarios colombianos está muy por encima del que presentan los países de la región.,place_only_no_political_context
https://actualidadpanamericana.com/por-comodidad-de-pasajeros-quitaran-sillas-rojas-de-transmilenio/,"Para comodidad de usuarios, quitarán sillas rojas de Transmilenio","Debido al alto número de pasajeros que optan por sentarse en el piso de los articulados, la dirección del sistema...",place_only_no_political_context
https://actualidadpanamericana.com/kevin-roldan-sera-colombia-en-los-oscar-2015/,Kevin Roldán será Colombia en los Óscar 2015 - Actualidad Panamericana,Los amantes del mundo del espectáculo saben que la verdadera celebración de los premios Óscar sucede después de la ceremonia...,place_only_no_political_context
https://actualidadpanamericana.com/desarticulan-peligrosa-banda-que-tomaba-fotos-en-transmilenio/,Desarticulan peligrosa banda que tomaba fotos en TransMilenio,"Un grupo de cinco personas fue capturada en flagrancia mientras delinquían usando cámaras fotográficas de corto y largo alcance, con las que dispararon en varias ocasiones.",place_only_no_political_context
https://actualidadpanamericana.com/nino-se-machuca-con-la-unica-puerta-buena-de-transmilenio/,Niño se machuca con la única puerta buena de Transmilenio - Actualidad Panamericana,"La única puerta que aún funcionaba en las estaciones de Transmilenio muy pronto dejará de servir, tras un accidente acaecido...",place_only_no_political_context
