claim,description,date,rating,url
Esta foto es del ELN en vía Bogotá-Fusagasugá en gobierno Petro,La imagen con la que culpan al gobierno Petro de inseguridad es de febrero de 2022 y fue tomada en Cauca.,04/09/2024,Falso,https://colombiacheck.com/chequeos/esta-foto-ni-es-reciente-ni-es-del-eln-en-la-bogota-fusagasuga
Petro no quiso autorizar el mantenimiento que realizaba Israel a Hércules,Una cuenta desinformadora usa datos falsos para relacionar la tragedia aérea con las medidas del gobierno Petro contra el denunciado genocidio en Gaza.,25/03/2026,Falso,https://colombiacheck.com/chequeos/el-mantenimiento-del-hercules-accidentado-en-putumayo-dependia-de-colombia-no-de-israel
Miguel Uribe está vivo y en Miami,Editaron con IA una conversación inaudible entre Claudia Tarazona y otra familiar para alentar la narrativa falsa de que el crimen fue un montaje y él está en Miami.,21/08/2025,Falso,https://colombiacheck.com/chequeos/video-incita-negacionismo-del-asesinato-de-miguel-uribe-con-montaje-de-audio-su-viuda-en
Foto de Petro con una joven con un arma es un montaje,En Colombiacheck republicamos este chequeo realizado por nuestros colegas de La Silla Vacía y en el que se demuestra que la imagen compartida por el Presidente es un montaje.,15/01/2025,Falso,https://colombiacheck.com/chequeos/la-foto-que-desmiente-que-petro-poso-con-menor-y-ametralladora-es-falsa
Petro promete gastarse todo antes del 7 de agosto,El clip omite el contexto: el mandatario habló de baja ejecución y de recursos de emergencia por ola invernal. Además el presupuesto se gira mes a mes vía PAC.,23/05/2026,Cuestionable,https://colombiacheck.com/chequeos/video-recorta-discurso-de-petro-para-insinuar-que-gastara-toda-la-plata-antes-del-cambio
"Quienes ganan 2.300 UVT, reforma propone retenerles el 41% de sus ingresos",Un economista tuitero presenta de manera engañosa el aumento de tarifa en ese impuesto para quienes reciben más de 108 millones de pesos netos mensuales.,02/10/2024,Cuestionable,https://colombiacheck.com/chequeos/reforma-tributaria-no-propone-retener-41-por-cada-10-millones-de-pesos-que-ganan-los-mas
‘Iván Cepeda robó 550 millones de pesos de la UNGRD para dárselos al ELN’,Se trata de un montaje de la cuenta desinformadora @JOVENCD. No hay registros de que ese u otros medios hayan publicado tal declaración.,25/02/2025,Falso,https://colombiacheck.com/chequeos/semana-no-publico-supuesto-testimonio-de-olmedo-lopez-contra-ivan-cepeda-por-robo-ungrd
Reino Unido anuncia alianza con Donald Trump para sacar a Gustavo Petro,La desinformación se basa en grabaciones viejas que nada tienen que ver con las tensiones entre Estados Unidos y Colombia.,23/10/2025,Falso,https://colombiacheck.com/chequeos/falso-anuncio-de-alianza-del-reino-unido-y-trump-contra-petro-utiliza-videos-fuera-de
Alvaro Uribe es declarado inocente,Una imagen sustenta el supuesto fallo a favor en una suspensión ordenada por la Corte Suprema mintiendo sobre los motivos de esa decisión. El proceso ya se reanudó.,31/03/2025,Falso,https://colombiacheck.com/chequeos/juicio-uribe-sigue-en-curso-en-marzo-no-ha-sido-declarado-inocente-de-manipulacion-de
Video sobre recuperación de vías férreas y trenes en gobierno Petro,La grabación en realidad corresponde al tranvía de Bruselas la capital de Bélgica.,03/10/2024,Falso,https://colombiacheck.com/chequeos/video-con-el-que-sacan-pecho-sobre-recuperacion-de-trenes-en-gobierno-petro-no-es-de
solo tendran acceso a citas medicas mis amigos y los que apoyen a Petro,No existe evidencia de que la exministra de Salud hubiese hecho tal publicación aunque sí promovió la idea de una “red ciudadana solidaria” para acceder a la salud.,12/09/2024,Falso,https://colombiacheck.com/chequeos/carolina-corcho-no-trino-que-solo-tendran-acceso-citas-medicas-sus-amigos-y-los-que-apoyen
En este video Miguel Uribe sale del quirófano,"La Fundación Santa Fe no ha publicado imágenes o videos del precandidato 
y mantiene su estado y pronóstico reservados.",10/06/2025,Falso,https://colombiacheck.com/chequeos/este-no-es-un-video-del-senador-miguel-uribe-saliendo-de-una-sala-operatoria
"Paloma Valencia dijo que los paramilitares fueron un ""ejército victorioso""",En la grabación original la candidata presidencial uribista sí se refirió a los paras como un “ejército victorioso” pero estaba hablando en contra de ellos y dijo que eran “criminales”.,11/05/2026,Cuestionable,https://colombiacheck.com/chequeos/video-recortado-descontextualiza-la-frase-ejercito-victorioso-de-paloma-valencia-sobre-los
"Portada de Semana con el titular ""El robo de la Igualdad""",No hay registros de esta carátula y ningún otro medio ha reportado sobre la supuesta denuncia de contrataciones irregulares en el Ministerio de la Igualdad.,31/07/2025,Falso,https://colombiacheck.com/chequeos/portada-el-robo-de-la-igualdad-atribuida-semana-con-foto-del-ministro-rosero-es-una
Foto de Petro reunido con Papá Pitufo,La imagen lleva el logo de Semana pero no hay registro de que ese medio la haya publicado. En cambio hay indicios de que fue creada con inteligencia artificial.,24/02/2025,Falso,https://colombiacheck.com/chequeos/esta-foto-que-supuestamente-muestra-petro-reunido-con-papa-pitufo-fue-creada-con-ia
El Tiempo publicó cita de Adriana Lucía sobre Abelardo de la Espriella,La imagen no fue publicada por El Tiempo y la cantante tampoco ha dicho la frase que le atribuyen sobre el presidente electo Abelardo de la Espriella. El propio medio desmintió el montaje.,10/07/2026,Falso,https://colombiacheck.com/chequeos/es-falsa-esta-portada-de-el-tiempo-que-atribuye-una-frase-adriana-lucia-sobre-abelardo-de
Video acusa a Aida Quilcué de ser cabecilla de un grupo paramilitar,La estigmatización a la fórmula vicepresidencial de Iván Cepeda revivió una desinformación que habíamos chequeado en años anteriores.,11/03/2026,Falso,https://colombiacheck.com/chequeos/ataques-quilcue-como-cabecilla-paramilitar-reciclan-mentira-sobre-un-video-de-guardia
"Foto de Claudia Sheinbaum, presidenta de México, con tatuajes satánicos",En la imagen original publicada por la política en sus redes sociales se ve que los diseños reales son de mariposas.,19/06/2024,Falso,https://colombiacheck.com/chequeos/foto-de-claudia-sheinbaum-presidenta-electa-de-mexico-con-tres-tatuajes-satanicos-es-un
"Si Iván Cepeda no gana la presidencia en el 2026, habrá un estallido social",Es otra frase apócrifa atribuida a la hija del presidente colombiano similar a una de 2022 cuando sí se refirió al aspirante Rodolfo Hernández y generó polémica.,18/11/2025,Falso,https://colombiacheck.com/chequeos/sofia-petro-no-advirtio-de-un-estallido-social-si-ivan-cepeda-no-gana-en-2026
Asistentes en la ONU se retiran cuando Gustavo Petro va a dar discurso,La imagen es del discurso del mandatario en la Asamblea General de 2023. Antes de su intervención habían dado un receso y por eso había sillas vacías.,26/08/2025,Cuestionable,https://colombiacheck.com/chequeos/con-foto-vieja-sin-contexto-de-petro-en-la-onu-dicen-que-otros-presidentes-se-fueron-para
Gobierno Petro quedó al día en obligaciones con las EPS,La administración de Petro se colgó con la deuda de presupuestos máximos de 2022. Solo se puso al día por orden judicial y ante un incidente de desacato.,14/07/2025,Cuestionable,https://colombiacheck.com/chequeos/petrismo-celebra-que-su-gobierno-fue-obligado-saldar-sus-propios-pagos-incumplidos-las-eps
TSJ reconoce a Edmundo González como el presidente electo de Venezuela,El video que circula en redes corresponde a un TSJ que funciona en el exterior sin poder real en el país; contrario al del régimen que respaldó a Maduro.,04/09/2024,Cuestionable,https://colombiacheck.com/chequeos/tribunal-que-reconocio-edmundo-gonzalez-como-presidente-electo-de-venezuela-esta-en-el
José M. Restrepo vendió las reservas de oro y endeudó a Colombia con FMI,El candidato vicepresidencial era ministro de Comercio no de Hacienda cuando se tomaron esas decisiones. Además las reservas son manejadas por el BanRep.,26/05/2026,Falso,https://colombiacheck.com/chequeos/otra-vez-le-achacan-restrepo-venta-de-oro-y-deuda-con-fmi-anterior-su-gestion-en
Trino publicado por Cepeda prueba su militancia en las FARC,La publicación de 2015 fue producto de un error técnico al compartir un enlace no una declaración de pertenencia al grupo armado como intentan mostrar.,28/02/2026,Cuestionable,https://colombiacheck.com/chequeos/ataques-cepeda-tergiversan-trino-en-que-cito-mal-farc-sobre-nuestras-fuerzas-guerrilleras
Fiscalía solicitó cerrar proceso contra el expresidente Uribe,Se trata de una investigación vinculada con el hacker Andrés Sepúlveda. Aunque el ente acusador solicitó la preclusión de un delito Uribe renunció a ese derecho.,19/05/2025,Cuestionable,https://colombiacheck.com/chequeos/fiscalia-si-pidio-cerrar-parte-de-un-proceso-contra-uribe-pero-no-el-caso-por-soborno-de
Jaime Arizabaleta compartió foto de Buenos Aires como marcha en Cali,El activista subió contenido sobre la manifestación de la oposición pero no el supuesto trino desinformador que irónicamente le adjudican con un montaje.,26/11/2024,Falso,https://colombiacheck.com/chequeos/jaime-arizabaleta-no-publico-foto-de-marcha-en-buenos-aires-como-si-fuera-el-23-de
Thomas Greg maneja la información de la Registraduría,El creador exagera la relación de la empresa con la Registraduría para decir que el gobierno busca “tumbarla” para lograr que voten personas venezolanas y “guerrilleros”.,18/07/2025,Falso,https://colombiacheck.com/chequeos/influenciador-defiende-thomas-greg-con-enganos-sobre-su-acceso-datos-y-cedulacion-de
Gustavo Petro mandó a Fernando del Rincón a hacerme quedar en ridículo,Se trata de un nuevo montaje contra la exdirectora de Semana y aspirante presidencial luego de que el periodista la cuestionó por su inexperiencia en gestión pública.,20/02/2025,Falso,https://colombiacheck.com/chequeos/vicky-davila-no-trino-acusando-petro-de-haber-usado-fernando-del-rincon-para-humillarla-en
Hijo de Silvana Guerrero se burló de Abelardo De la Espriella.,El usuario que se refirió a la insurgente como “mi cucha” desmintió tener algún vínculo de parentesco con ella y aclaró que utilizó una expresión popular e informal común entre jóvenes en Colombia.,16/09/2026,Falso,https://colombiacheck.com/chequeos/el-joven-del-video-viral-no-es-hijo-de-la-lider-insurgente-silvana-guerrero
"Las obras de este gobierno en Riohacha, Guajira",La estructura está sobre el río Wichita en Kansas. No es la primera vez que el presidente y sus seguidores presentan supuestos logros con imágenes falsas.,10/07/2025,Falso,https://colombiacheck.com/chequeos/petro-presume-obras-de-este-gobierno-en-riohacha-con-imagen-de-un-puente-en-estados-unidos
"Petro dijo: ""Ecuador nos está bombardeando campamentos de las FARC""",La imagen usa el formato del medio para hacer creer que el presidente dijo que Ecuador “nos está bombardeando campamentos de las FARC”. No hay registro de esa declaración y el contenido fue manipulado.,27/03/2026,Falso,https://colombiacheck.com/chequeos/montaje-que-imita-el-tiempo-atribuye-falsa-frase-de-petro-sobre-bomba-de-ecuador
ANT firmó contrato millonario con indígenas para hacer reuniones y rituales,Las afirmaciones engañosas del representante a la Cámara reducen el contenido objeto del contrato a “rituales” para estigmatizar al pueblo arhuaco.,24/05/2024,Cuestionable,https://colombiacheck.com/chequeos/miguel-polo-polo-tergiversa-datos-de-convenio-entre-agencia-de-tierras-y-asociacion
Condenado por magnicidio en Haití vinculó a Iván Duque con el crimen,Un mensaje viral afirma falsamente que Germán Rivera exmilitar culpable en el asesinato de Jovenel Moïse declaró contra el expresidente colombiano en el caso.,24/05/2024,Falso,https://colombiacheck.com/chequeos/condenado-por-magnicidio-de-presidente-de-haiti-no-ha-relacionado-ivan-duque-con-ese
Alias Botija fue extraditado a EE.UU. por orden de Abelardo De la Espriella,La extradición ocurrió el 2 de julio y fue resultado de meses de coordinación entre las policías de Chile Perú y Colombia sin ninguna relación con el nuevo gobierno.,09/09/2026,Falso,https://colombiacheck.com/chequeos/alias-botija-fue-extraditado-chile-durante-el-gobierno-petro-no-estados-unidos-por-orden
"Video donde Uribe dice: ""vamos a bombardear a Colombia""",En la grabación original el expresidente planea un escenario hipotético sobre lo que podría decir Estados Unidos si Colombia no enfrenta el narcotráfico.,28/04/2026,Cuestionable,https://colombiacheck.com/chequeos/senalamientos-infundados-uribe-por-atentados-sacan-de-contexto-frase-sobre-bombardear
Petro difunde video de noticia sobre Negro Willy acusando a Daniel Noboa,El 20 de abril de 2026 el presidente de Colombia Gustavo Petro difundió en X un supuesto reportaje de Telemundo que en realidad es falso. Lupa Media ya lo había desmentido el 24 de marzo. Las imágenes corresponden a una emisión real del 23 de marzo sobre política exterior entre EE. UU. e Irán en la que no se menciona ninguna entrevista de alias «Negro Willy» ni contenido publicado por El Mundo.,20/04/2026,Falso,https://colombiacheck.com/chequeos/gustavo-petro-compartio-un-deepfake-del-noticiero-telemundo
Desaprobación de Petro llega a 65% y aprobación de Uribe llega a 85%,Una publicación aprovecha la desfavorabilidad del actual mandatario para inventar un dato sin fundamento reciente sobre el expresidente.,16/07/2024,Cuestionable,https://colombiacheck.com/chequeos/aprobacion-de-alvaro-uribe-no-se-ubica-en-85-aunque-desaprobacion-de-petro-si-se-registro
exterminar para siempre a los grupos terroristas,No hay evidencia de la supuesta publicación. Es un montaje. La precandidata presidencial propone fortalecer el Ejército y suspender los diálogos de paz.,21/02/2025,Falso,https://colombiacheck.com/chequeos/vicky-davila-no-publico-trino-en-el-que-promete-exterminar-para-siempre-los-grupos
Gustavo Petro es expulsado de Vive Bogotá por pelea con Jorge A. Vargas,Ni siquiera existe el supuesto programa de televisión ‘Vive Bogotá’ del que se dice que el presidente fue expulsado.,29/08/2025,Falso,https://colombiacheck.com/chequeos/pelea-ficticia-entre-petro-y-jorge-alfredo-vargas-fue-creada-con-ia
Petro afirma que la toma del palacio de justicia fue una “genialidad”,Sin embargo cuando fue candidato presidencial en 2010 se refirió al operativo insurgente como un acto “estúpido”. Hoy niega que haya dicho que fue una genialidad.,20/11/2025,Verdadero pero...,https://colombiacheck.com/chequeos/si-petro-llamo-genio-luis-otero-quien-planeo-la-toma-del-palacio-de-justicia
Petro acaba de entregarle contratos al esposo de senadora por su voto,El documento utilizado para decir que el gobierno Petro “acaba de entregarle” un contrato a la pareja de la congresista para que vote por esa candidata corresponde a un vínculo que acabó en 2024.,03/09/2025,Falso,https://colombiacheck.com/chequeos/mentira-sobre-empleo-del-esposo-de-agudelo-arma-contra-balanta-en-guerra-sucia-por-c
Esta imagen que compara el PIB de los gobiernos Duque y Petro es auténtica,La original de Valora Analitik tiene más contexto sobre los cambios del PIB y salió de una nota sobre el buen desempeño de Colombia frente a la OCDE a inicios de 2025.,28/05/2025,Cuestionable,https://colombiacheck.com/chequeos/grafica-que-compara-el-crecimiento-economico-en-los-gobiernos-duque-y-petro-fue-manipulada
"Foto muestra mural de Álvaro Uribe con mensaje que dice ""llamen al cucho""",La obra real retrata a una mujer con un niño no tiene nada alusivo al expresidente. Fue pintada en 2023 y aún se conserva en una edificación del centro de Bogotá.,06/02/2025,Falso,https://colombiacheck.com/chequeos/mural-de-llamen-al-cucho-en-apoyo-uribe-es-un-montaje-que-publico-primero-paloma-valencia
Benedetti le dijo a Petro que era el tipo más bruto del Congreso,La grabación original es de mayo de 2022 pero el entonces senador se refería al uribista Carlos Felipe Mejía también legislador en ese momento.,04/04/2025,Falso,https://colombiacheck.com/chequeos/declaracion-de-benedetti-sobre-el-tipo-mas-bruto-de-este-congreso-no-fue-contra-petro
Reformas a la Constitución de los anteriores gobiernos,Durante la actual administración se han expedido siete modificaciones cuatro de autoría del gobierno. La desinformación también se equivoca sobre el número de cambios en la gestión de Duque.,25/11/2025,Cuestionable,https://colombiacheck.com/chequeos/con-datos-imprecisos-repiten-la-mentira-de-que-petro-no-le-ha-hecho-reformas-la
Miguel Polo Polo advirtió que se irá del país si gana Cepeda,No hay registros de esa frase en medios de comunicación ni en las redes sociales del representante a la Cámara saliente por las negritudes.,29/05/2026,Falso,https://colombiacheck.com/chequeos/falsa-cita-polo-polo-no-anuncio-que-se-ira-del-pais-si-ivan-cepeda-gana-la-presidencia
Grupo de petristas salió a atacar gente tras alocución del presidente,Los hombres armados que muestra el video no salieron a las calles después de que el presidente Gustavo Petro convocara una movilización contra la suspensión provisional del salario mínimo. El hecho en realidad ocurrió en la madrugada del 15 de febrero y se trata de un caso de intolerancia.,19/02/2026,Falso,https://colombiacheck.com/chequeos/video-de-hombres-con-cuchillos-en-las-calles-de-bogota-no-muestra-colectivos-petristas-ni
Encuesta muestra que un 90% de ciudadanía apoya que Petro salga del cargo,Las cifras no coinciden con ninguna encuesta oficial y la pieza carece de los requisitos legales de transparencia y rigor científico.,11/05/2026,Falso,https://colombiacheck.com/chequeos/no-existe-una-encuesta-que-senale-90-de-consenso-para-que-petro-deje-el-cargo
Encontraron a un señor con 121 votos marcados en puesto de Cartagena,La tergiversación de los hechos alteró el orden público en un puesto de votación y llegó a las redes sociales donde Petro ayudó a difundirla.,24/06/2026,Cuestionable,https://colombiacheck.com/chequeos/carro-con-propaganda-irregular-fue-apedreado-en-cartagena-por-desinformacion-sobre-votos
Video: Los guerrilleros amenazan a Petro,La grabación circula desde 2017 y el hombre vestido de camuflado dice pertenecer a un bloque de la extinta guerrilla en Tolima que nunca existió allí.,25/06/2024,Falso,https://colombiacheck.com/chequeos/video-de-supuesto-guerrillero-de-las-farc-amenazando-petro-en-realidad-se-refiere-santos
Fuertes manifestaciones en Cali contra gobierno de Abelardo de la Espriella,El clip es del 15 de julio de 2026. La comunidad protestó en el sector La Nubia debido a los accidentes y falta de señalización no por la política nacional.,15/09/2026,Falso,https://colombiacheck.com/chequeos/video-de-bloqueo-en-de-cali-no-es-de-una-protesta-contra-abelardo-de-la-espriella
PETRO firmando SALARIO MINIMO 2026 DE  $2.000.000 + AUX_TRANSP,Ni siquiera han comenzado las discusiones sobre el aumento salarial. El ministro de Interior propuso que el sueldo llegue a 1 8 millones pero empresarios difieren.,11/11/2025,Falso,https://colombiacheck.com/chequeos/petro-no-ha-decretado-salario-minimo-de-2-millones-para-2026-como-indica-imagen-generada
Pista del aeropuerto de Tolú fue contratada por Iván Duque,El proyecto quedó incluido en una alianza suscrita en 2020 y con recursos asignados en 2022. La Aerocivil adjudicó la obra en noviembre de 2023 ya con Petro.,04/08/2026,Cuestionable,https://colombiacheck.com/chequeos/ampliacion-de-pista-del-aeropuerto-golfo-de-morrosquillo-en-tolu-fue-impulsada-por-duque-y
Laura Sarabia dijo que Gobierno puede expropiar a los bancos,La desinformación proviene de una cuenta dedicada a atribuir frases falsas a figuras del gobierno que ahora aprovecha las declaraciones del presidente Petro sobre inversiones forzosas. La W radio tampoco publicó estas falsas declaraciones se trata de un montaje en el que usan su logo.,23/08/2024,Falso,https://colombiacheck.com/chequeos/laura-sarabia-no-dijo-que-gobierno-debe-manejar-dinero-de-los-bancos-y-puede-expropiarlos
Gustavo Petro apoya a Claudia López en elecciones presidenciales 2026,La imagen es del 2023 cuando el presidente y la entonces alcaldesa de Bogotá llegaron a un acuerdo sobre el metro de Bogotá mientras compartían un vuelo para asistir a la Asocapitales.,07/03/2025,Cuestionable,https://colombiacheck.com/chequeos/foto-de-claudia-lopez-y-gustavo-petro-en-un-avion-fue-sacada-de-contexto-por-alvaro-uribe
"Cuñado de Álvaro Uribe, Carlos Enrique Moreno, es dueño de Audifarma",En los registros actuales de la gestora farmacéutica no existe evidencia de que Carlos Enrique Moreno sea accionista directivo o representante de ella.,24/11/2025,Falso,https://colombiacheck.com/chequeos/cunado-de-uribe-no-es-dueno-de-audifarma-como-dijo-petro-para-apoyar-su-narrativa-de
Caracol Radio publicó que Petro dijo que no conoce a Juliana Guerrero,"El medio no publicó esa noticia. La imagen falsa fue creada a partir de una publicación donde Caracol contó que Petro dijo que no actúa por ""presiones de mujeres"".",28/07/2026,Falso,https://colombiacheck.com/chequeos/petro-no-ha-dicho-que-no-conoce-juliana-guerrero-como-dice-montaje-caracol-radio
Foto de apretón de manos entre Gustavo Petro y líder iraní Alí Khamenei,La imagen falsa fue difundida después de que el ayatolá muriera en los bombardeos que Israel y Estados Unidos lanzaron contra Irán. No hay ningún registro de que el presidente Gustavo Petro se haya reunido alguna vez con el regente de esa nación.,02/03/2026,Falso,https://colombiacheck.com/chequeos/apreton-de-manos-entre-petro-y-lider-irani-ali-khamenei-fue-creado-con-ia
Desalojan a migrantes venezolanos ilegales de las viviendas,La grabación fue publicada el 14 de marzo y no tiene ninguna relación con los operativos migratorios anunciados por De la Espriella.,16/09/2026,Falso,https://colombiacheck.com/chequeos/video-de-desalojo-de-una-mujer-colombiana-circula-falsamente-como-operativo-contra
Foto de la Plaza de Bolívar en el cierre de campaña de Iván Cepeda,En realidad corresponde a una manifestación que hubo el 18 de marzo de 2025 a favor de las reformas del gobierno de Gustavo Petro.,27/05/2026,Falso,https://colombiacheck.com/chequeos/cuenta-petrista-comparte-foto-de-marcha-vieja-como-si-fuera-el-cierre-de-campana-de-cepeda
Gustavo Petro tomó fotos de Booking y las hizo pasar por viviendas en Chocó,Políticos y otros usuarios de X y TikTok dieron crédito a un comentario donde se decía que la imagen supuestamente correspondía a un hospedaje en Ecuador.,18/11/2024,Falso,https://colombiacheck.com/chequeos/desinformacion-de-que-petro-uso-foto-de-booking-para-hablar-de-casas-en-choco-se-baso-en
Gustavo Petro dijo que el 7 de agosto no estará en el Palacio de Nariño,El medio no publicó esa noticia y no hay ningún registro de que Petro haya hecho esa afirmación.,03/07/2026,Falso,https://colombiacheck.com/chequeos/montaje-de-el-tiempo-atribuye-cita-apocrifa-petro-sobre-no-recibir-de-la-espriella-el-7-de
Afiche de Iván Cepeda con camuflado,La imagen original de la campaña del senador y precandidato presidencial en donde aparece de civil fue publicada por él en su perfil de X.,17/10/2025,Falso,https://colombiacheck.com/chequeos/manipulacion-de-afiche-de-ivan-cepeda-para-vestirlo-de-guerrillero-se-suma-ataques
Médicos de Miguel Uribe recomendaron desconectarlo,La Fundación Santa Fe única fuente autorizada por la familia para informar sobre la salud del senador tras el atentado no ha emitido tal concepto.,19/06/2025,Falso,https://colombiacheck.com/chequeos/ningun-pronunciamiento-medico-ha-recomendado-desconectar-miguel-uribe-turbay
"Petro trinó ""los bloqueos deben seguir, ni un paso atrás""",El pantallazo del supuesto trino es un montaje que hemos desmentido en 2021 y 2023.,06/09/2024,Falso,https://colombiacheck.com/chequeos/paro-camionero-revivio-falso-trino-de-petro-que-dice-los-bloqueos-deben-seguir-ni-un-paso
Encuesta sitúa a Abelardo De la Espriella con casi 50% de intención de voto,La fuente original admite que se trata de un ejercicio sin representatividad estadística. Además las cifras contradicen a las de mediciones más recientes.,13/05/2026,Cuestionable,https://colombiacheck.com/chequeos/publicaciones-cuestionables-difunden-como-encuesta-un-sondeo-digital-que-infla-de-la
Video de Aida Quilcué felicitando a Álvaro Uribe en 2008 en Popayán,La grabación fue sacada de contexto para atribuirle a la candidata vicepresidencial declaraciones de 2009 que dio otra persona entonces representante de la OPIC.,07/04/2026,Falso,https://colombiacheck.com/chequeos/lider-indigena-que-felicito-uribe-en-este-video-fue-ana-silvia-secue-no-aida-quilcue
"Abelardo dijo ""el cerebro femenino no está diseñado para la alta dirección""",No hay ningún registro en medios ni en sus redes sociales de que el presidente electo haya hecho esa afirmación.,07/07/2026,Falso,https://colombiacheck.com/chequeos/de-la-espriella-no-dijo-que-el-cerebro-femenino-no-esta-disenado-para-la-alta-direccion
Casas entregadas por el gobierno de Álvaro Uribe,Las 30 viviendas fueron una donación del sector privado de la cual hizo parte el expresidente. Con la desinformación critican las casas de Petro en Unguía Chocó.,19/11/2024,Cuestionable,https://colombiacheck.com/chequeos/casas-entregadas-por-uribe-en-salgar-antioquia-no-fueron-en-su-gobierno-sino-en-2017-como
"Álvaro Uribe fue abucheado en Túquerres, Nariño, en octubre 2024",Usuarios de distintas redes han compartido el metraje como si se tratara de una grabación reciente cuando en realidad data de 2018.,17/10/2024,Cuestionable,https://colombiacheck.com/chequeos/video-de-manifestantes-abucheando-alvaro-uribe-en-tuquerres-narino-es-viejo
Video de Clara López prueba orden de Petro para traer médicos extranjeros,El metraje compartido en las publicaciones no responde a una orden actual del gobierno Petro sino a una controversia surgida en el Congreso de la República en julio de 2023.,23/05/2024,Cuestionable,https://colombiacheck.com/chequeos/con-video-antiguo-de-clara-lopez-se-desinforma-sobre-convalidacion-medicos-venezolanos
Asoaciación de Psiquiatría solicitó declarar incapacidad a Petro,El video que se ha difundido como una solicitud de la agremiación médica al Senado no tiene nada que ver con ella sino con grupos de derecha en campaña con esta narrativa basada en rumores.,28/08/2025,Falso,https://colombiacheck.com/chequeos/quienes-piden-declarar-incapacidad-mental-de-petro-son-politicos-no-la-asociacion-de
ELN emitió comunicado en respaldo a la victoria de Nicolás Maduro,El supuesto documento no fue publicado en las redes sociales o páginas web de la guerrilla. Varios puntos del diseño no coinciden con la estética común de sus comunicados.,06/08/2024,Falso,https://colombiacheck.com/chequeos/eln-no-emitio-comunicado-respaldando-la-declarada-victoria-de-nicolas-maduro
Gobierno firma decreto que suspende requisitos para cargos públicos,El documento es real pero el trino omite que lo firmó la administración saliente el 5 de agosto antes de la posesión de Abelardo De la Espriella. Esta medida se expide cada cuatro años.,14/08/2026,Cuestionable,https://colombiacheck.com/chequeos/decreto-que-suspende-requisitos-para-cargos-publicos-fue-firmado-por-el-gobierno-petro
Reforma tributaria pone impuestos a administración de conjuntos y vehículos,El proyecto de ley no contempla gravar las cuotas de administración de conjuntos ni a todos los vehículos; aunque sí fijar IVA para la gasolina ACPM y compras online.,08/09/2025,Cuestionable,https://colombiacheck.com/chequeos/creador-de-contenido-mezcla-impuestos-ficticios-de-la-reforma-tributaria-con-otros
Encuesta muestra 80% de intención de voto para Abelardo de la Espriella,La imagen atribuye 80 % de intención de voto al abogado pero no corresponde a una firma registrada sino a una medición abierta en X sin rigor estadístico.,28/02/2026,Falso,https://colombiacheck.com/chequeos/sondeo-en-redes-infla-abelardo-de-la-espriella-y-circula-como-si-fuera-una-encuesta
Miguel Uribe dijo frase que culpa a Rosa Elvira Cely de su feminicidio,La cita proviene de la contestación de la oficina jurídica de la Secretaría de Gobierno de Bogotá en 2016 cuando él estaba al frente de la entidad a una demanda de la familia de la mujer.,09/06/2025,Cuestionable,https://colombiacheck.com/chequeos/miguel-uribe-no-dijo-directamente-esta-frase-que-culpo-rosa-elvira-cely-de-su-propio
Karol G interpreta canción en contra del presidente Petro,La parodia que usa la melodía del éxito ‘Si antes te hubiera conocido’ tiene sustancial evidencia de haber sido generada con inteligencia artificial.,26/12/2024,Falso,https://colombiacheck.com/chequeos/cancion-en-contra-de-petro-atribuida-karol-g-fue-creada-con-ia
"Olmedo López dijo que ""Nicolás Petro me quiere matar""",El exdirector de la UNGRD no ha dado esas declaraciones ni en ese medio ni en otro. La supuesta frase fue difundida por cuentas desinformadoras.,06/06/2024,Falso,https://colombiacheck.com/chequeos/olmedo-lopez-no-dijo-nicolas-petro-me-quiere-matar-ni-noticias-rcn-lo-publico
Abelardo de la Espriella dice que se acaba el sisbén,No existen registros en medios ni en sus cuentas oficiales. Su movimiento Defensores de la Patria afirma que el Sisbén continuará y que harán una actualización masiva.,10/06/2026,Falso,https://colombiacheck.com/chequeos/imagen-falsa-atribuye-abelardo-de-la-espriella-frase-sobre-acabar-el-sisben
el aborto no debería ser un sistema anticonceptivo,La precandidata presidencial repitió este dato falso sobre la interrupción del embarazo que ya ha sido usado entre otros por Iván Duque.,31/05/2025,Falso,https://colombiacheck.com/chequeos/vicky-davila-se-opone-al-aborto-con-la-vieja-mentira-de-que-no-deberia-ser-un-sistema
De la Espriella: “no podemos pagar más impuestos con venezolanos indocument,No hay registros del texto exacto que circula en redes. Sin embargo el presidente electo sí plantea devolver a su país a los que violen las leyes migratorias.,06/07/2026,Cuestionable,https://colombiacheck.com/chequeos/atribucion-de-la-espriella-sobre-deportar-migrantes-no-es-textual-pero-refleja-parte-de-su
Carlos Fernando Galán es miembro del consejo directivo de Coca-Cola,En medio del racionamiento de agua en Bogotá la desinformación señala al alcalde de beneficiar a la industria de bebidas por ese supuesto conflicto de interés. No hay registro de tal vínculo.,15/10/2024,Falso,https://colombiacheck.com/chequeos/carlos-fernando-galan-no-es-miembro-activo-del-consejo-directivo-de-coca-cola-ni-lo-ha
Las milicias de Petro patrullando en Medellín por barrio Villahermosa,La desinformación fue desmentida por la Secretaría de Seguridad de Medellín. El contexto de la grabación es una reunión de autoridades locales con pueblos de Antioquia.,27/08/2024,Falso,https://colombiacheck.com/chequeos/video-de-indigenas-en-medellin-circula-en-redes-como-supuesto-patrullaje-de-milicias-de
