claim,description,date,rating,url
"Video de Juan Quilcué, el hijo de Aida Quilcué, pisando a una mujer",La candidata a la vicepresidencia del Pacto Histórico no tiene un hijo llamado Juan. Solo tiene una hija Alejandra Legarda Quilcué.,11/06/2026,Falso,https://colombiacheck.com/chequeos/abelardistas-inventan-juan-quilcue-supuesto-hijo-de-aida-quilcue-usando-imagenes-del
Karol G hizo un jingle con el que pide votar por la oposición en Venezuela,"Ni es cierto que Maduro tenga una canción de Karol G para su campaña electoral (como insinuó el propio gobernante y ya verificamos) ni tampoco es cierto que la artista colombiana haya grabado un jingle para la Plataforma Unitaria: este tipo de temas musicales puede desarrollarse actualmente con inteligencia artificial a partir de la voz real de los intérpretes. ""La música de Karol nunca ha sido usada con esos propósitos (políticos)"" declaró recientemente su vocería oficial.",24/07/2024,Falso,https://colombiacheck.com/chequeos/karol-g-pidio-votar-por-la-manito-de-la-oposicion-en-un-jingle
Marbelle dijo que se iba del país si no ganaba Abelardo De La Espriella,La frase atribuida a la cantante es inventada. No existe registro en sus redes sociales ni en medios de comunicación que respalde esa supuesta declaración.,01/12/2025,Falso,https://colombiacheck.com/chequeos/marbelle-no-dijo-que-dejaria-colombia-si-abelardo-de-la-espriella-pierde
PETRO AMENAZA CON SACAR A COLOMBIA DEL MUNDIAL SI JUEGA ISRAEL,No hay registro de tales declaraciones aunque personas expertas han recomendado vetar a la selección israelí por el denunciado genocidio en Gaza.,25/09/2025,Falso,https://colombiacheck.com/chequeos/falsa-amenaza-petro-no-ha-dicho-que-sacaria-colombia-del-mundial-de-futbol-si-juega-israel
Donald Trump ya no camina,Grabaciones recientes desmienten la supuesta discapacidad. Las imágenes de supuestos tropiezos y caídas del presidente de Estados Unidos son artificiales.,15/10/2025,Falso,https://colombiacheck.com/chequeos/trump-si-puede-caminar-video-de-ia-desinforma-sobre-su-insuficiencia-venosa-al-afirmar-lo
aprecio que el pueblo colombian y sus representantes (Alvaro Uribe),El presidente de Estados Unidos no hizo ninguna referencia al exmandatario colombiano ni a Petro en el contexto de su declaración al respecto.,04/02/2025,Cuestionable,https://colombiacheck.com/chequeos/trump-no-se-refirio-uribe-como-representante-de-colombia-que-actuo-bien-en-crisis
Foto de la jueza Sandra Heredia con Iván Cepeda y Gustavo Petro,La supuesta foto ha sido difundida desde el 28 de julio día de la audiencia de lectura del sentido del fallo contra el expresidente Álvaro Uribe Vélez.,04/08/2025,Falso,https://colombiacheck.com/chequeos/magen-de-jueza-sandra-heredia-abrazada-con-ivan-cepeda-mientras-petro-aplaude-es-un-ataque
No a las caravanas en Bogotá,La grabación data de 2023 y corresponde a la movilización de la minga para participar en otra manifestación del presidente Petro ese año.,17/03/2025,Cuestionable,https://colombiacheck.com/chequeos/este-video-de-indigenas-en-parque-tercer-milenio-en-bogota-no-es-de-marchas-para-este-18
Noticias Caracol publicó sobre costo de casa de Antonella Petro en Londres,No hay registros de que el medio haya hecho esta publicación. Se trata de un montaje realizado por una cuenta desinformadora de X.,17/09/2024,Falso,https://colombiacheck.com/chequeos/noticias-caracol-no-publico-que-casa-de-antonella-petro-en-londres-costara-217-millones
"Veteranos del ejército de Estados Unidos, reunidos en contra de Trump",El audiovisual fue grabado en 2023 durante la reunión anual de una organización descrita como apolítica y ha circulado fuera de contexto en ocasiones anteriores.,21/01/2026,Falso,https://colombiacheck.com/chequeos/video-viejo-circula-como-supuesta-protesta-de-veteranos-contra-trump
"No deseamos intervenir, pero estamos preparados para hacerlo",Por Whatsapp circuló una información falsa sobre presuntas medidas que tomaría el Comando Sur de Estados Unidos en caso de que las elecciones del próximo domingo 28 no sean favorables a la oposición. El bulo pretendía desinformar en torno a una supuesta intervención militar en Venezuela.,24/07/2024,Falso,https://colombiacheck.com/chequeos/comando-sur-de-eeuu-no-informo-que-esta-listo-para-intervenir-venezuela-en-caso-de-ser
Encuesta muestra a Iván Cepeda con 57% de intención de voto,Le dan 57% de intención de voto en el estudio hecho para El Tiempo cuando en realidad obtuvo 33%. El candidato no obstante puntea en varias mediciones.,26/01/2026,Falso,https://colombiacheck.com/chequeos/cuentas-petristas-inflan-intencion-de-voto-por-cepeda-en-encuesta-de-guarumo-y
Europa denuncia que Petro está ligado al Cartel de los Soles,El mensaje de un perfil derechista adjunta un video en el que una eurodiputada tampoco dice eso aunque relaciona a Maduro con el narcotráfico colombiano.,17/09/2025,Falso,https://colombiacheck.com/chequeos/trino-atribuye-falsamente-europa-haber-denunciado-petro-como-socio-del-cartel-de-los-soles
Abelardo de la Espriella no tiene ninguna opción de ser presidente,Cuentas afines al precandidato presidencial opositor movieron la suplantación al medio. No existe ningún registro que compruebe que el mandatario dijo esa frase.,22/10/2025,Falso,https://colombiacheck.com/chequeos/imitacion-el-tiempo-hace-falsa-atribucion-petro-sobre-de-la-espriella-no-tiene-ninguna
Corte Suprema exige comparecencia del presidente Petro por traición,La ficción que narra el audiovisual desconoce el fuero presidencial y alienta el pedido de un juicio político igual que otras desinformaciones de la oposición.,16/10/2025,Falso,https://colombiacheck.com/chequeos/influenciador-uribista-difunde-video-sintetico-que-falsea-llamado-de-la-corte-suprema
"Congreso de EE.UU. declaró al Nuevo Testamento de la Biblia, antisemita.",Publicaciones en redes tergiversan un proyecto de ley que busca ampliar la definición de antisemitismo en las normas federales contra la discriminación en los campus universitarios.,21/05/2024,Cuestionable,https://colombiacheck.com/chequeos/congreso-de-eeuu-no-prohibio-el-nuevo-testamento-ni-lo-declaro-antisemita
Video donde Juan Daniel Oviedo cuando era concejal promueve transexualidad,La iniciativa de la que el candidato vicepresidencial hablaba en un video como concejal se refería a proteger a las infancias LGBTIQ+ frente a la discriminación.,26/03/2026,Falso,https://colombiacheck.com/chequeos/oviedo-defendio-un-proyecto-contra-el-acoso-escolar-no-para-promover-la-transexualidad-en
Sergio Fajardo descartó su apoyo a Iván Cepeda,El clip se publicó el 22 de enero de 2026. No prueba un anuncio reciente ni define a quién apoyará el excandidato de Dignidad y Compromiso el 21 de junio.,03/06/2026,Cuestionable,https://colombiacheck.com/chequeos/video-viejo-de-fajardo-sobre-cepeda-se-difunde-como-postura-para-la-segunda-vuelta-2026
Abelardo de la Espriella propone reformar la Constitución,El presidente electo anunció que presentará un acto legislativo para que Barranquilla sea la capital alterna de Colombia no de una Asamblea Constituyente ni de reelección.,29/07/2026,Cuestionable,https://colombiacheck.com/chequeos/propuesta-de-acto-legislativo-que-anuncio-de-la-espriella-no-equivale-al-intento-de
"Abelardo de la Espriella le gana a Iván Cepeda con 59,1% de favorabilidad",La imagen es un montaje que sustituye con porcentajes sin sustento a favor del abogado los que publicó Noticias Caracol de tendencia opuesta con mayor diferencia.,29/12/2025,Falso,https://colombiacheck.com/chequeos/falsa-encuesta-voltea-intencion-de-voto-para-escenario-de-segunda-vuelta-cepeda-vs-de-la
"Que petro perdió las calles, decía la ultraderecha recalcitrante",Las imágenes aéreas corresponden a la movilización del 21 de abril cuando se dirigía desde la Séptima con Calle 12ª hasta la Plaza de Bolívar. En la grabación se pueden observar carteles en contra de la gestión del presidente y la ausencia de una tarima central.,02/05/2024,Falso,https://colombiacheck.com/chequeos/este-video-de-movilizacion-masiva-en-bogota-es-de-la-marcha-opositora-no-de-la-marcha-del
"Petro dijo: ""ordeno a aerolíneas del mundo a restablecer rutas a Venezuela""",El presidente criticó las declaraciones de Donald Trump sobre el cierre del espacio aéreo venezolano e invitó al diálogo.,11/12/2025,Falso,https://colombiacheck.com/chequeos/petro-no-ordeno-las-aerolineas-del-mundo-restablecer-sus-vuelos-hacia-venezuela
Bukele dijo que irá tras Petro y Maduro por los crímenes cometidos,El presidente de El Salvador no ha hecho tales declaraciones. Otra alocución suya fue manipulada con inteligencia artificial para falsearlas.,09/09/2025,Falso,https://colombiacheck.com/chequeos/montaje-con-ia-simula-bukele-pidiendo-capturar-petro-y-maduro-por-cometer-los-mismos
Petro anunció que aportará 700 millones de dólares para reconstruir Gaza,Una cuenta de X afirma falsamente que Petro aportará 700 millones de dólares destinados a construir universidades colegios y hospitales entre otras obras en Gaza.,12/11/2025,Cuestionable,https://colombiacheck.com/chequeos/petro-no-anuncio-inversiones-millonarias-en-infraestructura-para-la-reconstruccion-de-gaza
Video muestra a Macron besando a un hombre en un barco,La publicación viral fue generada a partir de una fotografía real sin beso del presidente de Francia en sus vacaciones publicada en una reconocida revista de ese país.,15/08/2024,Falso,https://colombiacheck.com/chequeos/este-video-de-macron-besando-un-hombre-fue-generado-con-ia
El presidente Gustavo Petro exigió la salida de tropas extranjeras del país,No hay registros en medios ni en los canales oficiales de Presidencia que respalden esta afirmación.,06/06/2025,Falso,https://colombiacheck.com/chequeos/gustavo-petro-no-exigio-tropas-extranjeras-salir-de-colombia
Publican hoja de vida de Enrique Peñalosa para Ministerio de Vivienda,El documento no aparece en la página de aspirantes de Presidencia. Además el presidente Abelardo de la Espriella confirmó que Jaime Andrés Beltrán seguirá al frente de ese ministerio pese a la polémica por la foto de él y su familia en una playa en Santa Marta en medio de la emergencia por el terremoto que sacudió al país.,18/08/2026,Falso,https://colombiacheck.com/chequeos/es-falsa-la-captura-de-pantalla-con-la-publicacion-de-la-hoja-de-vida-de-enrique-penalosa
Le pagamos el doctorado a Claudia López mientras era congresista,No “le pagamos” el doctorado a la precandidata presidencial cuando era senadora por medio de los créditos-beca de la fundación que le financió la maestría en 2001 sin convenio estatal.,30/12/2025,Falso,https://colombiacheck.com/chequeos/claudia-lopez-fue-beneficiaria-de-colfuturo-hace-24-anos-no-cuando-era-congresista
The Wall Street Journal calificó a Donald Trump como el peor presidente,El video utiliza una portada antigua y un guion ficticio para afirmar que el diario señaló al mandatario estadounidense de ser el “peor de la historia moderna”.,21/10/2025,Falso,https://colombiacheck.com/chequeos/cuenta-petrista-difunde-falsa-atribucion-al-wall-street-journal-que-califica-trump-como
Aplausos en Parlamento Europeo por lanzamiento de misiles de Ucrania a Rusi,La grabación muestra una ovación tras la intervención virtual del presidente de Ucrania Volodímir Zelenski durante la conmemoración de los 1.000 días de la invasión rusa a su país.,12/12/2024,Falso,https://colombiacheck.com/chequeos/este-video-no-muestra-europarlamentarios-aplaudiendo-por-lanzamiento-de-misiles-de-ucrania
Petro suspende subsidio a madres cabeza de hogar,Prosperidad Social informó que la medida aplica a hogares vinculados a la Línea Atención de Emergencias de Renta Ciudadana.,06/08/2026,Cuestionable,https://colombiacheck.com/chequeos/suspension-de-pagos-de-valoracion-de-cuidado-para-madres-cabeza-de-hogar-es-para-evitar
Foto muestra a Álvaro Uribe visitando la tumba de Miguel Uribe Turbay,La lápida tiene errores en el nombre y la fecha que delatan la falsedad. La imagen circuló antes de la verdadera visita del expresidente a la sepultura del exsenador asesinado.,02/09/2025,Falso,https://colombiacheck.com/chequeos/una-ia-habria-creado-este-montaje-de-alvaro-uribe-velez-en-la-tumba-de-miguel-uribe-turbay
Salvador Arana confesó que Uribe ordenó asesinato del exalcalde de El Roble,No existe registro de tal testimonio ante esa jurisdicción y la desinformación fue desmentida por el hijo de la víctima. Esta mentira circula desde el año pasado.,10/04/2025,Falso,https://colombiacheck.com/chequeos/salvador-arana-no-ha-confesado-ante-la-jep-que-uribe-ordeno-asesinar-exalcalde-de-el-roble
Álvaro Uribe pide votar por Iván Cepeda,En la grabación original el expresidente agradeció a quienes salieron a marchar contra su condena por manipulación de testigos revocada en segunda instancia.,17/12/2025,Falso,https://colombiacheck.com/chequeos/este-video-fue-manipulado-para-ironizar-sobre-uribe-el-no-pidio-votar-por-ivan-cepeda
"Gobierno Duque desfalcó la salud, ICBF y fondo de estabilización.",La pieza descontextualiza y tergiversa episodios conocidos para señalar ilícitos sobre los que no hay fundamento conocido.,15/12/2025,Cuestionable,https://colombiacheck.com/chequeos/imagen-sobre-supuestos-desfalcos-del-gobierno-duque-mezcla-datos-inconexos-de-forma
Reforma pensional aumenta cotización al 35%,Un dato fuera de contexto que dio la panelista Paola Ochoa en Blu Radio llevó a la difusión de esta desinformación. El proyecto de ley no incluye ese supuesto cambio.,15/05/2024,Falso,https://colombiacheck.com/chequeos/proyecto-de-reforma-pensional-no-propone-aumentar-el-aporte-de-cotizantes-al-35
Pilar Rueda recibió millones de la JEP para tapar delitos de las Farc y ELN,La información sobre el trabajo de la antropóloga esposa de Iván Cepeda en la JEP es pública desde 2018 y la acusación de que encubrió delitos no tiene sustento.,19/06/2026,Falso,https://colombiacheck.com/chequeos/suplantacion-el-espectador-acusa-sin-pruebas-pilar-rueda-de-tapar-delitos-de-farc-y-eln
